# id, cityname, citycode, airportname, airportcode
8506,Santa Marta,SMR,Simon Bolivar Intl,SMR
8507,Santa Monica,SMO,Municipal,SMO
8508,Santa Paula,SZP,Santa Paula,SZP
8509,Santa Rosa,SRA,Luis Alberto Lehr,SRA
8510,Santa Rosa,SRB,Santa Rosa,SRB
8511,Santa Rosa,STS,Charles M. Schulz,STS
8512,Santa Rosa de Copan,SDH,Santa Rosa de Copan,SDH
8513,Santa Rosalia,SRL,Palo Verde,SRL
8514,Santa Rosalia,SSL,Santa Rosalia,SSL
8515,Santa Teresita,SST,Santa Teresita,SST
8516,Santa Terezinha,STZ,Santa Terezinha,STZ
8517,Santa Ynez,SQA,Santa Ynez,SQA
8518,Santana Ramos,SRO,Santana Ramos,SRO
8519,Santander,SDR,Airport,SDR
8520,Santarem,STM,Maestro Wilson Fonseca,STM
8521,Santiago,SCL,Arturo Merino Benitez,SCL
8522,Santiago,STI,Cibao Intl,STI
8523,Santiago,SYP,Ruben Cantu,SYP
8524,Santiago de Compostela,SCQ,Santiago de Compostela,SCQ
8525,Santiago de Cuba,SCU,Antonio Maceo Intl,SCU
8526,Santiago del Estero,SDE,A. de la Paz Aragonez,SDE
8527,Santo Domingo,SDQ,Dr.Joaquin Balaguer,JBQ
8528,Santo Domingo,SDQ,Las Americas Intl,SDQ
8529,Santo Domingo,STD,Buenaventura Vivas,STD
8530,Santos,SSZ,AFB,SSZ
8531,Sanya,SYX,Phoenix Intl,SYX
8532,Sao Felix do Araguaia,SXO,Sao Felix do Araguaia,SXO
8533,Sao Felix do Xingu,SXX,Sao Felix do Xingu,SXX
8534,Sao Filipe,SFL,Sao Filipe,SFL
8535,Sao Gabriel Cachoeira,SJL,Sao Gabriel Cachoeira,SJL
8536,Sao Jorge Island,SJZ,Sao Jorge Island,SJZ
8537,Sao Jose do Rio Preto,SJP,Eribelto Manoel Reino,SJP
8538,Sao Jose dos Campos,SJK,U.E. Stumpf Intl,SJK
8539,Sao Lourenco,SSO,Sao Lourenco,SSO
8540,Sao Lourenco do Sul,SQY,Sao Lourenco do Sul,SQY
8541,Sao Luis,SLZ,Cunha Machado Intl,SLZ
8542,Sao Mateus,SBJ,Sao Mateus,SBJ
8543,Sao Miguel do Araguaia,SQM,Sao Miguel do Araguaia,SQM
8544,Sao Miguel do Oeste,SQX,Helio Wasum,SQX
8545,Sao Nicolau Island,SNE,Preguica,SNE
8546,Sao Paulo,SAO,Congonhas,CGH
8547,Sao Paulo,SAO,Guarulhos Intl,GRU
8548,Sao Paulo,SAO,Viracopos-Campinas Int,VCP
8549,Sapmanga,SMH,Sapmanga,SMH
8550,Saposoa,SQU,Saposoa,SQU
8551,Sapporo,SPK,New Chitose,CTS
8552,Sapporo,SPK,Okadama,OKD
8553,Sara,SSR,Sara,SSR
8554,Sarajevo,SJJ,International,SJJ
8555,Saranac Lake,SLK,Adirondack Regional,SLK
8556,Saransk,SKX,Saransk,SKX
8557,Sarasota/Bradenton,SRQ,International,SRQ
8558,Saratoga,SAA,Shively Field,SAA
8559,Sardeh Band,SBF,Sardeh Band,SBF
8560,Sargodha,SGI,Bhagatanwala,BHW
8561,Sargodha,SGI,Mushaf AB,SGI
8562,Sarh,SRH,Sarh,SRH
8563,Sari,SRY,Dasht-e-Naz,SRY
8564,Sarteneja,SJX,Sarteneja,SJX
8565,Saskylakh,SYS,Saskylakh,SYS
8566,Sasstown,SAZ,Sasstown,SAZ
8567,Satu Mare,SUJ,Satu Mare,SUJ
8568,Satwag,SWG,Satwag,SWG
8569,Saudarkrokur,SAK,Alexander,SAK
8570,Sault Ste Marie,SSM,Chippewa County Intl,CIU
8571,Sault Ste Marie,SSM,Municipal,SSM
8572,Saumlaki,SXK,Olilit,SXK
8573,Sauren,SXW,Sauren,SXW
8574,Savannah,SAV,Hilton Head,SAV
8575,Savannah,SAV,Hunter AAF,SVN
8576,Save,SVF,Save,SVF
8577,Savo Island,SVY,Savo Island,SVY
8578,Savonlinna,SVL,Savonlinna,SVL
8579,Savoonga,SVA,Savoonga,SVA
8580,Savusavu,SVU,Savusavu,SVU
8581,Savuti,SVT,Savuti,SVT
8582,Sawu,SAU,Tardamu,SAU
8583,Scammon Bay,SCM,Scammon Bay,SCM
8584,Scampton,SQZ,RAF Station,SQZ
8585,Schenectady,SCH,County,SCH
8586,Schwerin,SZW,Parchim,SZW
8587,Scribner,SCB,State,SCB
8588,Seal Bay,SYB,Sea Plane Base,SYB
8589,Searcy,SRC,Municipal,SRC
8590,Seattle,SEA,Boeing Fld-King Co Int,BFI
8591,Seattle,SEA,Lake Union SPB,LKE
8592,Seattle,SEA,Seattle-Tacoma Intl,SEA
8593,Sebha,SEB,Sebha,SEB
8594,Sebring,SEF,Regional,SEF
8595,Sedom,SED,Min\hat Hashnayim,SED
8596,Sedona,SDX,Sedona,SDX
8597,Segou,SZU,Segou,SZU
8598,Seguela,SEO,Seguela,SEO
8599,Sehonghong,SHK,Sehonghong,SHK
8600,Sehulea,SXH,Sehulea,SXH
8601,Sehwan,SYW,Sehwan Sharif,SYW
8602,Seinajoki,SJY,Seinajoki,SJY
8603,Sekake,SKQ,Sekake,SKQ
8604,Selbang,SBC,Selbang,SBC
8605,Seldovia,SOV,Seldovia,SOV
8606,Selibabi,SEY,Selibabi,SEY
8607,Selinsgrove,SEG,Penn Valley,SEG
8608,Selma,SEM,Craig Field,SEM
8609,Semarang,SRG,Ahmad Yani,SRG
8610,Semera,SZE,Semera,SZE
8611,Semongkong,SOK,Semongkong,SOK
8612,Semporna,SMM,Semporna,SMM
8613,Senanga,SXG,Senanga,SXG
8614,Sendai,SDJ,Sendai,SDJ
8615,Senggeh,SEH,Senggeh,SEH
8616,Seoul,SEL,Gimpo International,GMP
8617,Seoul,SEL,Incheon International,ICN
8618,Seoul,SEL,Air Base,SSN
8619,Sepik Plains,SPV,Sepik Plains,SPV
8620,Sepulot,SPE,Sepulot,SPE
