Search results for "P"
CITY NAME	3-LETTER CITY CODE	AIRPORT NAME	3-LETTER AIRPORT CODE
Puerto Leda	PBT	Puerto Leda	PBT
Puerto Lempira	PEU	Puerto Lempira	PEU
Puerto Madryn	PMY	El Tehuelche	PMY
Puerto Maldonado	PEM	Padre Aldamiz Intl	PEM
Puerto Montt	PMC	El Tepual	PMC
Puerto Natales	PNT	Teniente J. Gallardo	PNT
Puerto Obaldia	PUE	Puerto Obaldia	PUE
Puerto Ordaz	PZO	Manuel Carlos Piar	PZO
Puerto Paez	PPZ	Puerto Paez	PPZ
Puerto Penasco	PPE	International	PPE
Puerto Plata	POP	Gregorio Luperon Intl	POP
Puerto Princesa	PPS	International	PPS
Puerto Rico	PCC	Puerto Rico	PCC
Puerto Rico	PUR	Puerto Rico	PUR
Puerto Suarez	PSZ	International	PSZ
Puerto Vallarta	PVR	G.Diaz Ordaz Intl	PVR
Puerto Varas	PUX	El Mirador	PUX
Puka Puka	PKP	Puka Puka	PKP
Pukapuka Island	PZK	Pukapuka Island	PZK
Pukarua	PUK	Pukarua	PUK
Pula	PUY	Pula	PUY
Pullman/Moscow ID	PUW	Regional	PUW
Pumani	PMN	Pumani	PMN
Pune	PNQ	Lohegaon	PNQ
Punia	PUN	Punia	PUN
Punta Arenas	PUQ	C.Ibanez del Campo	PUQ
Punta Cana	PUJ	International	PUJ
Punta Chivato	PCV	Punta Chivato	PCV
Punta del Este	PDP	Carlos A. Curbelo Intl	PDP
Punta Gorda	PGD	Punta Gorda	PGD
Punta Gorda	PND	Punta Gorda	PND
Pureni	PUI	Pureni	PUI
Purwokerto	PWL	Wirasaba	PWL
Putao	PBU	Putao	PBU
Puttaparthi	PUT	Sri Sathya Sai	PUT
Putumayo	PYO	Putumayo	PYO
Putussibau	PSU	Pangsuma	PSU
Pweto	PWO	Pweto	PWO
Pyay	PRU	Pyay	PRU
Pyrgos	PYR	Andravida AB	PYR
Selebi-Phikwe	PKW	Selebi-Phikwe	PKW
Semey	PLX	Semey	PLX
Shanghai	SHA	Pudong Intl	PVG
Shell Mera	PTZ	Rio Amazonas	PTZ
Sherman/Denison	PNX	North Texas Regional	PNX
St Peter-Ording	PSH	St Peter-Ording	PSH
Stanley	PSY	Port Stanley	PSY
Surin	PXR	Surin	PXR
Tahiti	PPT	Faaa	PPT
Tampa	TPA	St.Pete-Clearwater Int	PIE
Temuco	ZCO	Maquehue	PZS
West Palm Beach	PBI	Palm Beach County Park	LNA
West Palm Beach	PBI	Metropolitan Area	PBI
West Palm Beach	PBI	Palm Beach Intl	PBI
Yaviza	PYV	Yaviza	PYV
Yegepa	PGE	Yegepa	PGE
Zhob	PZH	Zhob	PZH

Displaying 515 result(s)
